interval_begin;interval_end;interval_haltingDurationSum;interval_id;interval_intervalHaltingDurationSum;interval_jamLengthInMetersSum;interval_jamLengthInVehiclesSum;interval_maxHaltingDuration;interval_maxIntervalHaltingDuration;interval_maxJamLengthInMeters;interval_maxJamLengthInVehicles;interval_maxOccupancy;interval_maxVehicleNumber;interval_meanHaltingDuration;interval_meanIntervalHaltingDuration;interval_meanMaxJamLengthInMeters;interval_meanMaxJamLengthInVehicles;interval_meanOccupancy;interval_meanSpeed;interval_meanTimeLoss;interval_meanVehicleNumber;interval_nVehEntered;interval_nVehLeft;interval_nVehSeen;interval_sampledSeconds;interval_startedHalts
8240.00;8280.00;313.00;id_E0_2;158.00;1077.64;157;124.00;40.00;27.52;4;2.16;6;78.25;39.50;26.94;3.92;1.72;1.77;20.65;4.78;4;2;8;191.00;1.00
8240.00;8280.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.39;12.85;1.95;5.25;4;3;8;209.71;0.00
8240.00;8280.00;143.00;id_-E1_1;110.00;717.62;109;66.00;40.00;20.04;3;2.30;5;47.67;36.67;17.94;2.73;1.73;3.11;16.64;3.75;3;2;7;150.00;1.00
8240.00;8280.00;28.00;id_-E1_2;28.00;135.00;27;28.00;28.00;5.00;1;0.46;1;28.00;28.00;3.38;0.68;0.46;3.47;29.04;1.00;0;0;1;40.00;1.00
8240.00;8280.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.80;12.48;1.68;3.58;3;3;6;142.66;0.00
8240.00;8280.00;289.00;id_-E2_1;12.00;78.76;12;119.00;5.00;27.50;4;2.53;6;72.25;3.00;1.97;0.30;0.85;9.16;3.90;1.88;2;7;7;71.75;0.00
8240.00;8280.00;2.00;id_-E2_2;2.00;5.00;1;2.00;2.00;5.00;1;0.51;1;2.00;2.00;0.12;0.03;0.30;12.56;3.69;0.60;1;0;1;24.00;1.00
8240.00;8280.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.91;13.67;0.93;2.70;3;2;5;108.00;0.00
8240.00;8280.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.32;13.61;0.45;0.95;3;4;5;38.00;0.00
8240.00;8280.00;38.00;id_-E3_2;38.00;190.01;36;33.00;33.00;12.50;2;1.01;3;19.00;19.00;4.75;0.90;0.62;5.62;15.01;1.85;2;1;3;74.00;2.00
8280.00;8320.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;1.81;12.52;1.60;5.08;4;5;10;202.07;0.00
8280.00;8320.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.44;4;0.00;0.00;0.00;0.00;1.03;14.16;0.78;2.85;6;5;8;114.00;0.00
8280.00;8320.00;328.00;id_E0_2;15.00;91.66;14;125.00;5.00;27.50;4;2.45;7;65.60;3.00;2.29;0.35;0.72;8.07;3.77;2.20;3;8;9;85.15;1.00
8280.00;8320.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.19;12.37;1.53;4.75;3;2;8;190.00;0.00
8280.00;8320.00;311.00;id_-E1_1;168.00;1145.14;166;106.00;40.00;35.01;5;3.22;7;62.20;33.60;28.63;4.15;2.78;3.79;22.43;6.05;3;2;8;242.00;2.00
8280.00;8320.00;68.00;id_-E1_2;40.00;200.00;40;68.00;40.00;5.00;1;0.46;1;68.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
8280.00;8320.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.83;12.11;2.30;3.65;2;1;5;145.16;0.00
8280.00;8320.00;17.00;id_-E2_1;17.00;80.00;16;17.00;17.00;5.00;1;1.01;2;17.00;17.00;2.00;0.40;0.58;7.67;11.69;1.15;2;1;2;46.00;1.00
8280.00;8320.00;3.00;id_-E2_2;1.00;5.00;1;3.00;1.00;5.00;1;0.51;1;3.00;1.00;0.12;0.03;0.03;1.92;2.62;0.10;0;1;1;3.17;0.00
8280.00;8320.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.92;14.02;1.00;2.73;2;3;5;109.00;0.00
8280.00;8320.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.27;13.83;0.45;0.80;3;4;4;32.00;0.00
8280.00;8320.00;132.00;id_-E3_2;94.00;597.56;93;73.00;40.00;20.00;3;1.35;4;44.00;31.33;14.94;2.33;1.07;3.07;20.00;3.17;3;1;5;127.00;1.00
8320.00;8360.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.06;12.52;2.48;5.78;3;3;8;230.51;0.00
8320.00;8360.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.76;13.05;0.73;2.10;2;2;5;84.00;0.00
8320.00;8360.00;45.00;id_E0_2;45.00;252.52;43;29.00;29.00;12.50;2;1.08;3;22.50;22.50;6.31;1.07;0.77;6.00;17.37;2.12;2;1;3;85.00;2.00
8320.00;8360.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.52;12.79;1.84;5.58;3;3;9;221.21;0.00
8320.00;8360.00;333.00;id_-E1_1;22.00;135.24;20;107.00;6.00;35.00;5;2.76;6;47.57;3.14;3.38;0.50;0.91;6.78;5.58;2.20;2;7;8;83.75;2.00
8320.00;8360.00;108.00;id_-E1_2;40.00;200.00;40;108.00;40.00;5.00;1;0.46;1;108.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
8320.00;8360.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.82;12.87;1.48;3.65;3;3;7;145.00;0.00
8320.00;8360.00;63.00;id_-E2_1;46.00;237.65;45;57.00;40.00;12.60;2;1.52;3;31.50;23.00;5.94;1.12;0.96;4.33;12.85;1.90;3;1;4;76.00;1.00
8320.00;8360.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8320.00;8360.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.77;13.21;1.20;2.27;4;4;6;91.00;0.00
8320.00;8360.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.48;13.88;0.51;1.48;6;5;6;58.02;0.00
8320.00;8360.00;276.00;id_-E3_2;144.00;965.11;142;113.00;40.00;27.51;4;2.02;6;55.20;28.80;24.13;3.55;1.58;2.79;21.75;4.70;3;1;7;188.00;2.00
8360.00;8400.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;1.80;5;0.00;0.00;0.00;0.00;1.60;12.33;1.55;4.45;3;4;8;177.86;0.00
8360.00;8400.00;39.00;id_E0_1;39.00;190.00;38;39.00;39.00;5.00;1;1.44;4;39.00;39.00;4.75;0.95;1.26;10.08;5.50;3.50;5;4;8;140.00;1.00
8360.00;8400.00;139.00;id_E0_2;94.00;597.74;93;69.00;40.00;20.11;3;1.80;5;46.33;31.33;14.94;2.33;1.29;3.97;17.09;3.58;4;2;6;143.00;1.00
8360.00;8400.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.56;12.98;2.06;5.65;2;3;8;224.40;0.00
8360.00;8400.00;55.00;id_-E1_1;54.00;297.52;53;41.00;40.00;12.50;2;1.38;3;27.50;27.00;7.44;1.32;1.09;5.17;15.83;2.38;3;1;4;95.00;1.00
8360.00;8400.00;109.00;id_-E1_2;1.00;5.00;1;109.00;1.00;5.00;1;0.46;1;109.00;1.00;0.12;0.03;0.02;2.21;2.09;0.07;0;1;1;2.72;0.00
8360.00;8400.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.76;12.20;2.02;3.50;2;2;6;139.56;0.00
8360.00;8400.00;163.00;id_-E2_1;100.00;642.64;99;97.00;40.00;20.06;3;2.03;4;54.33;33.33;16.07;2.48;1.62;2.69;21.13;3.20;2;1;5;128.00;1.00
8360.00;8400.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8360.00;8400.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.91;12.73;1.85;2.70;1;1;3;108.00;0.00
8360.00;8400.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.22;13.65;0.32;0.65;3;2;4;26.00;0.00
8360.00;8400.00;291.00;id_-E3_2;16.00;85.01;14;114.00;4.00;27.50;4;2.02;6;48.50;2.67;2.13;0.35;0.59;7.72;4.37;1.90;2;7;8;73.40;2.00
8400.00;8440.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.00;11.65;1.78;5.58;6;3;10;222.94;0.00
8400.00;8440.00;40.00;id_E0_1;1.00;5.00;1;40.00;1.00;5.00;1;1.44;4;40.00;1.00;0.12;0.03;0.59;13.36;0.78;1.68;3;7;7;66.25;0.00
8400.00;8440.00;299.00;id_E0_2;160.00;1085.57;158;109.00;40.00;35.41;5;2.16;6;59.80;32.00;27.14;3.95;1.77;2.26;23.76;4.90;3;1;7;196.00;2.00
8400.00;8440.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.12;13.03;1.43;4.65;5;5;10;185.62;0.00
8400.00;8440.00;151.00;id_-E1_1;96.00;612.65;95;81.00;40.00;20.07;3;2.76;6;50.33;32.00;15.32;2.38;1.96;5.81;12.87;4.25;5;3;8;170.00;1.00
8400.00;8440.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.07;6.36;3.03;0.15;1;1;1;6.00;0.00
8400.00;8440.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.77;12.64;1.61;3.52;2;2;6;140.96;0.00
8400.00;8440.00;170.00;id_-E2_1;7.00;42.50;7;98.00;4.00;20.00;3;2.03;4;56.67;2.33;1.06;0.17;0.58;9.44;3.03;1.30;2;5;6;49.28;0.00
8400.00;8440.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8400.00;8440.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.01;12.47;0.93;3.00;4;3;6;120.00;0.00
8400.00;8440.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.26;12.53;0.24;0.78;4;5;6;31.00;0.00
8400.00;8440.00;45.00;id_-E3_2;41.00;200.00;40;44.00;40.00;5.00;1;1.01;3;22.50;20.50;5.00;1.00;0.57;4.67;14.79;1.70;2;1;3;68.00;1.00
8440.00;8480.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.44;12.23;1.89;6.83;4;6;11;272.10;0.00
8440.00;8480.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.44;4;0.00;0.00;0.00;0.00;0.28;12.73;0.29;0.78;6;2;6;31.00;0.00
8440.00;8480.00;517.00;id_E0_2;218.00;1527.72;217;149.00;40.00;42.54;6;2.52;7;86.17;36.33;38.19;5.42;2.27;1.45;28.25;6.30;2;2;8;252.00;1.00
8440.00;8480.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.76;12.44;1.77;6.03;5;3;10;240.51;0.00
8440.00;8480.00;159.00;id_-E1_1;8.00;51.37;8;82.00;4.00;20.00;3;2.30;5;53.00;2.67;1.28;0.20;0.70;9.94;2.51;1.70;4;8;9;64.79;0.00
8440.00;8480.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8440.00;8480.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.86;12.87;1.74;3.73;2;2;6;148.72;0.00
8440.00;8480.00;23.00;id_-E2_1;23.00;110.00;22;23.00;23.00;5.00;1;1.01;2;23.00;23.00;2.75;0.55;0.58;5.85;14.34;1.15;1;1;2;46.00;1.00
8440.00;8480.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8440.00;8480.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.71;11.39;1.04;2.15;2;3;5;86.00;0.00
8440.00;8480.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.39;14.18;0.51;1.15;3;3;4;46.00;0.00
8440.00;8480.00;127.00;id_-E3_2;83.00;507.57;81;84.00;40.00;20.01;3;1.35;4;42.33;27.67;12.69;2.02;0.95;2.80;22.44;2.83;2;1;4;113.00;2.00
8480.00;8520.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.15;12.50;2.33;5.97;4;3;9;238.86;0.00
8480.00;8520.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.44;4;0.00;0.00;0.00;0.00;0.60;12.25;0.45;1.65;3;5;7;66.00;0.00
8480.00;8520.00;543.00;id_E0_2;26.00;181.64;26;150.00;7.00;42.51;6;2.16;6;90.50;4.33;4.54;0.65;0.92;7.28;5.20;2.73;3;7;9;106.51;0.00
8480.00;8520.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.51;13.21;1.57;5.53;2;4;9;219.93;0.00
8480.00;8520.00;11.00;id_-E1_1;11.00;50.00;10;11.00;11.00;5.00;1;1.38;3;11.00;11.00;1.25;0.25;0.87;10.58;4.60;1.90;3;2;4;76.00;1.00
8480.00;8520.00;4.00;id_-E1_2;4.00;15.00;3;4.00;4.00;5.00;1;0.46;1;4.00;4.00;0.38;0.07;0.30;9.79;6.21;0.65;1;0;1;26.00;1.00
8480.00;8520.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.58;13.75;1.37;3.15;2;3;6;125.85;0.00
8480.00;8520.00;79.00;id_-E2_1;56.00;312.60;55;63.00;40.00;12.56;2;2.03;4;39.50;28.00;7.81;1.38;1.24;5.21;15.48;2.45;3;1;4;98.00;1.00
8480.00;8520.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8480.00;8520.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.71;12.53;1.39;2.12;1;2;3;85.00;0.00
8480.00;8520.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.26;14.50;0.34;0.78;3;2;4;31.00;0.00
8480.00;8520.00;257.00;id_-E3_2;130.00;867.63;129;124.00;40.00;27.54;4;1.68;5;64.25;32.50;21.69;3.23;1.35;1.90;22.98;4.03;3;1;6;161.00;1.00
8520.00;8560.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.35;12.40;2.07;6.62;5;5;11;263.49;0.00
8520.00;8560.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.50;11.97;0.78;1.38;4;4;6;55.00;0.00
8520.00;8560.00;77.00;id_E0_2;77.00;468.05;75;39.00;39.00;12.90;2;1.44;4;38.50;38.50;11.70;1.88;0.99;3.00;16.93;2.75;3;1;5;110.00;2.00
8520.00;8560.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.20;13.25;1.77;4.80;3;3;8;191.86;0.00
8520.00;8560.00;99.00;id_-E1_1;88.00;545.13;86;51.00;40.00;20.00;3;2.30;5;33.00;29.33;13.63;2.15;1.66;5.22;16.25;3.60;4;1;6;144.00;2.00
8520.00;8560.00;5.00;id_-E1_2;1.00;5.00;1;5.00;1.00;5.00;1;0.46;1;5.00;1.00;0.12;0.03;0.02;1.92;2.51;0.10;0;1;1;3.13;0.00
8520.00;8560.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.53;12.81;1.91;3.05;2;2;5;121.84;0.00
8520.00;8560.00;187.00;id_-E2_1;108.00;695.07;106;103.00;40.00;20.00;3;2.03;4;46.75;27.00;17.38;2.65;1.74;2.51;22.75;3.42;2;1;5;137.00;2.00
8520.00;8560.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8520.00;8560.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.79;12.61;1.21;2.35;3;1;4;94.00;0.00
8520.00;8560.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.38;11.15;0.83;1.12;4;5;6;45.00;0.00
8520.00;8560.00;268.00;id_-E3_2;11.00;70.01;11;125.00;5.00;27.50;4;1.68;5;67.00;2.75;1.75;0.28;0.59;8.91;3.33;1.93;3;7;8;74.59;0.00
8560.00;8600.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.09;12.75;1.06;5.85;8;7;14;233.24;0.00
8560.00;8600.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.90;12.78;0.49;2.50;8;9;10;100.00;0.00
8560.00;8600.00;194.00;id_E0_2;117.00;770.10;116;79.00;40.00;20.02;3;1.80;5;64.67;39.00;19.25;2.90;1.43;2.68;17.75;3.98;3;2;7;159.00;1.00
8560.00;8600.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.34;12.79;1.74;5.15;2;3;7;205.46;0.00
8560.00;8600.00;107.00;id_-E1_1;8.00;51.39;8;52.00;4.00;20.00;3;2.30;5;35.67;2.67;1.28;0.20;0.56;9.44;2.73;1.38;2;5;7;52.34;0.00
8560.00;8600.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8560.00;8600.00;1.00;id_-E2_0;1.00;0.00;0;1.00;1.00;0.00;0;2.53;5;1.00;1.00;0.00;0.00;1.81;13.07;2.04;3.62;2;2;5;144.06;1.00
8560.00;8600.00;332.00;id_-E2_1;146.00;987.70;145;143.00;40.00;27.56;4;2.53;5;83.00;36.50;24.69;3.62;2.19;1.79;25.21;4.33;2;1;6;173.00;1.00
8560.00;8600.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.06;5.62;2.73;0.12;1;0;1;5.00;0.00
8560.00;8600.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.05;12.81;0.99;3.12;3;3;6;125.00;0.00
8560.00;8600.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.27;12.82;0.29;0.80;4;4;5;32.00;0.00
8560.00;8600.00;33.00;id_-E3_2;33.00;160.00;32;33.00;33.00;5.00;1;1.01;3;33.00;33.00;4.00;0.80;0.51;4.69;12.84;1.52;2;1;3;61.00;1.00
8600.00;8640.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;3.25;9;1.00;1.00;0.00;0.00;2.66;13.13;1.81;7.40;4;3;11;295.88;1.00
8600.00;8640.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.36;13.11;0.54;1.00;3;3;4;40.00;0.00
8600.00;8640.00;381.00;id_E0_2;187.00;1280.39;184;119.00;40.00;42.51;6;2.52;7;63.50;31.17;32.01;4.60;2.09;2.11;27.94;5.80;2;1;7;232.00;3.00
8600.00;8640.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.11;11.60;2.06;4.62;4;3;8;184.88;0.00
8600.00;8640.00;22.00;id_-E1_1;22.00;105.00;21;22.00;22.00;5.00;1;1.84;4;22.00;22.00;2.62;0.53;1.15;9.72;7.61;2.50;2;2;4;100.00;1.00
8600.00;8640.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8600.00;8640.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;2.08;12.95;1.94;4.15;3;3;6;165.18;0.00
8600.00;8640.00;343.00;id_-E2_1;11.00;70.01;11;144.00;5.00;27.50;4;2.95;6;85.75;2.75;1.75;0.28;0.74;8.05;2.83;1.65;4;7;9;62.47;0.00
8600.00;8640.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.01;10.27;0.17;0.03;0;1;1;1.00;0.00
8600.00;8640.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.00;13.11;1.36;2.98;3;4;6;119.00;0.00
8600.00;8640.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.56;12.86;0.52;1.68;5;3;6;67.00;0.00
8600.00;8640.00;105.00;id_-E3_2;72.00;432.53;71;73.00;40.00;12.50;2;1.35;4;52.50;36.00;10.81;1.77;0.90;3.55;19.52;2.67;2;1;4;107.00;1.00
8640.00;8680.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.01;14.15;1.24;5.65;5;7;13;225.23;0.00
8640.00;8680.00;16.00;id_E0_1;16.00;75.00;15;16.00;16.00;5.00;1;1.08;3;16.00;16.00;1.88;0.38;0.86;11.10;2.72;2.38;7;6;8;95.00;1.00
8640.00;8680.00;404.00;id_E0_2;23.00;156.12;23;120.00;7.00;42.51;6;2.52;7;67.33;3.83;3.90;0.57;0.87;7.30;4.67;2.62;4;9;10;102.10;0.00
8640.00;8680.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.35;11.96;1.83;5.10;4;2;9;204.00;0.00
8640.00;8680.00;112.00;id_-E1_1;90.00;560.59;88;62.00;40.00;20.01;3;2.30;5;37.33;30.00;14.01;2.20;1.85;5.34;16.80;4.03;4;2;6;161.00;2.00
8640.00;8680.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
8640.00;8680.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;5;0.00;0.00;0.00;0.00;1.75;13.54;1.66;3.48;3;3;6;138.73;0.00
8640.00;8680.00;22.00;id_-E2_1;22.00;105.00;21;22.00;22.00;5.00;1;1.52;3;22.00;22.00;2.62;0.53;0.85;7.73;5.61;1.68;3;3;5;67.00;1.00
8640.00;8680.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.25;11.61;1.25;0.50;1;0;1;20.00;0.00
8640.00;8680.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.75;12.99;0.86;2.23;3;2;5;89.00;0.00
8640.00;8680.00;35.00;id_-E3_1;35.00;170.00;34;35.00;35.00;5.00;1;1.35;4;35.00;35.00;4.25;0.85;0.79;8.16;6.52;2.35;3;5;6;94.00;1.00
8640.00;8680.00;233.00;id_-E3_2;128.00;845.22;126;113.00;40.00;27.56;4;2.02;6;58.25;32.00;21.13;3.15;1.44;2.99;19.10;4.28;4;1;7;171.00;2.00
8680.00;8720.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.02;14.42;1.41;5.67;4;5;10;226.73;0.00
8680.00;8720.00;56.00;id_E0_1;40.00;200.00;40;56.00;40.00;5.00;1;1.08;3;56.00;40.00;5.00;1.00;0.66;6.75;8.26;1.82;3;4;5;73.00;0.00
8680.00;8720.00;43.00;id_E0_2;43.00;230.17;41;32.00;32.00;12.60;2;1.08;3;21.50;21.50;5.75;1.02;0.79;6.61;12.54;2.20;3;1;4;88.00;2.00
8680.00;8720.00;1.00;id_-E1_0;1.00;0.00;0;1.00;1.00;0.00;0;3.68;8;1.00;1.00;0.00;0.00;2.98;12.83;1.71;6.60;3;4;10;261.75;1.00
8680.00;8720.00;120.00;id_-E1_1;8.00;51.26;8;63.00;4.00;20.00;3;1.84;4;40.00;2.67;1.28;0.20;0.67;10.01;2.62;1.57;3;6;7;61.63;0.00
8680.00;8720.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.07;6.73;3.32;0.15;1;1;1;6.00;0.00
8680.00;8720.00;1.00;id_-E2_0;1.00;0.00;0;1.00;1.00;0.00;0;2.03;4;1.00;1.00;0.00;0.00;1.51;12.97;2.01;3.05;3;3;6;120.67;1.00
8680.00;8720.00;81.00;id_-E2_1;59.00;335.03;58;62.00;40.00;12.51;2;2.03;4;40.50;29.50;8.38;1.45;1.37;5.61;16.65;2.70;2;1;4;108.00;1.00
8680.00;8720.00;37.00;id_-E2_2;37.00;180.00;36;37.00;37.00;5.00;1;0.51;1;37.00;37.00;4.50;0.90;0.51;0.36;38.83;1.00;0;0;1;40.00;1.00
