interval_begin;interval_end;interval_haltingDurationSum;interval_id;interval_intervalHaltingDurationSum;interval_jamLengthInMetersSum;interval_jamLengthInVehiclesSum;interval_maxHaltingDuration;interval_maxIntervalHaltingDuration;interval_maxJamLengthInMeters;interval_maxJamLengthInVehicles;interval_maxOccupancy;interval_maxVehicleNumber;interval_meanHaltingDuration;interval_meanIntervalHaltingDuration;interval_meanMaxJamLengthInMeters;interval_meanMaxJamLengthInVehicles;interval_meanOccupancy;interval_meanSpeed;interval_meanTimeLoss;interval_meanVehicleNumber;interval_nVehEntered;interval_nVehLeft;interval_nVehSeen;interval_sampledSeconds;interval_startedHalts
23000.00;23040.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23000.00;23040.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.90;12.67;1.06;2.67;2;3;5;107.00;0.00
23000.00;23040.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.24;13.72;0.26;0.72;4;3;4;29.00;0.00
23000.00;23040.00;19.00;id_-E3_2;19.00;90.00;18;19.00;19.00;5.00;1;1.01;3;19.00;19.00;2.25;0.45;0.58;8.46;6.85;1.73;3;2;4;69.00;1.00
23040.00;23080.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;1.71;12.66;1.89;4.78;4;2;8;190.37;0.00
23040.00;23080.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.95;12.95;0.95;2.62;2;3;5;105.00;0.00
23040.00;23080.00;427.00;id_E0_2;194.00;1347.67;193;138.00;40.00;35.02;5;2.52;7;85.40;38.80;33.69;4.83;2.04;1.61;28.52;5.65;2;1;7;226.00;1.00
23040.00;23080.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.05;13.15;1.76;4.50;4;3;8;179.94;0.00
23040.00;23080.00;157.00;id_-E1_1;34.00;207.56;32;84.00;12.00;20.03;3;2.30;5;39.25;8.50;5.19;0.80;1.27;7.89;7.38;2.88;2;6;7;113.69;2.00
23040.00;23080.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23040.00;23080.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.45;12.88;1.64;2.92;2;4;6;115.97;0.00
23040.00;23080.00;6.00;id_-E2_1;6.00;25.00;5;6.00;6.00;5.00;1;2.03;4;6.00;6.00;0.62;0.12;1.13;12.56;2.64;2.25;5;2;6;89.71;1.00
23040.00;23080.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.09;8.11;3.40;0.17;1;1;1;7.00;0.00
23040.00;23080.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;0.88;11.99;1.37;2.62;4;2;6;105.00;0.00
23040.00;23080.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.43;12.67;0.48;1.32;4;5;5;52.09;0.00
23040.00;23080.00;93.00;id_-E3_2;74.00;447.68;73;59.00;40.00;12.63;2;1.35;4;46.50;37.00;11.19;1.82;0.83;2.72;19.74;2.48;2;1;4;99.00;1.00
23080.00;23120.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.03;12.94;1.52;5.65;3;3;9;225.87;0.00
23080.00;23120.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.83;12.95;0.92;2.30;5;4;7;92.00;0.00
23080.00;23120.00;510.00;id_E0_2;83.00;575.38;82;149.00;16.00;42.51;6;2.52;7;85.00;13.83;14.38;2.05;1.41;4.41;10.73;4.08;4;8;10;161.21;1.00
23080.00;23120.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.42;12.84;1.68;5.30;3;3;8;211.09;0.00
23080.00;23120.00;48.00;id_-E1_1;48.00;257.52;46;36.00;36.00;12.51;2;1.84;4;24.00;24.00;6.44;1.15;1.05;5.26;11.64;2.27;4;2;5;91.00;2.00
23080.00;23120.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23080.00;23120.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;1.52;3;0.00;0.00;0.00;0.00;1.05;12.71;2.50;2.12;1;1;3;84.21;0.00
23080.00;23120.00;54.00;id_-E2_1;48.00;252.52;47;46.00;40.00;12.52;2;2.03;4;27.00;24.00;6.31;1.18;1.75;8.87;11.37;3.45;1;1;5;138.00;1.00
23080.00;23120.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.27;15.00;0.96;0.55;1;1;1;21.50;0.00
23080.00;23120.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.05;12.68;1.00;3.12;2;3;6;125.00;0.00
23080.00;23120.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.28;12.83;0.42;0.82;4;4;4;33.00;0.00
23080.00;23120.00;204.00;id_-E3_2;111.00;725.29;110;99.00;40.00;20.16;3;1.68;5;68.00;37.00;18.13;2.75;1.21;2.55;23.27;3.60;2;1;5;144.00;1.00
23120.00;23160.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.19;12.71;1.65;6.17;6;5;12;245.34;0.00
23120.00;23160.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.63;13.53;0.60;1.75;3;5;6;70.00;0.00
23120.00;23160.00;32.00;id_E0_2;32.00;150.01;29;28.00;28.00;12.51;2;1.08;3;10.67;10.67;3.75;0.72;0.64;6.78;9.54;1.80;2;2;4;71.72;3.00
23120.00;23160.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.49;12.83;2.14;5.42;3;2;8;216.97;0.00
23120.00;23160.00;148.00;id_-E1_1;100.00;642.56;99;76.00;40.00;20.00;3;1.84;4;49.33;33.33;16.06;2.48;1.60;3.27;21.20;3.48;2;1;5;139.00;1.00
23120.00;23160.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.01;2.07;0.85;0.03;1;0;1;1.00;0.00
23120.00;23160.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.61;13.68;2.25;3.20;2;1;4;127.90;0.00
23120.00;23160.00;77.00;id_-E2_1;23.00;142.51;23;57.00;12.00;12.50;2;2.03;4;38.50;11.50;3.56;0.57;0.83;7.78;6.34;1.75;1;4;5;67.97;0.00
23120.00;23160.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23120.00;23160.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.00;13.16;0.96;2.98;3;4;6;119.00;0.00
23120.00;23160.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.34;12.48;0.41;1.02;5;4;5;41.00;0.00
23120.00;23160.00;362.00;id_-E3_2;158.00;1070.15;156;139.00;40.00;35.02;5;1.68;5;72.40;31.60;26.75;3.90;1.60;1.69;27.40;4.75;2;1;6;190.00;2.00
23160.00;23200.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.61;13.09;1.87;7.28;2;2;9;290.59;0.00
23160.00;23200.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;0.72;2;0.00;0.00;0.00;0.00;0.38;13.27;0.69;1.05;2;3;3;42.00;0.00
23160.00;23200.00;123.00;id_E0_2;92.00;582.60;91;68.00;40.00;20.04;3;1.80;5;41.00;30.67;14.56;2.27;1.15;3.09;16.71;3.20;4;1;6;128.00;1.00
23160.00;23200.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.69;12.84;1.72;5.92;3;4;9;235.91;0.00
23160.00;23200.00;301.00;id_-E1_1;153.00;1032.68;151;116.00;40.00;35.01;5;2.76;6;60.20;30.60;25.82;3.77;2.35;2.83;20.23;5.10;4;2;8;204.00;2.00
23160.00;23200.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.06;7.31;2.32;0.12;0;1;1;5.00;0.00
23160.00;23200.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.55;12.42;1.39;3.08;3;2;6;122.82;0.00
23160.00;23200.00;13.00;id_-E2_1;13.00;60.00;12;13.00;13.00;5.00;1;1.01;2;13.00;13.00;1.50;0.30;0.54;8.52;6.06;1.07;2;2;3;43.00;1.00
23160.00;23200.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23160.00;23200.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.67;11.62;1.04;2.02;2;2;4;80.48;0.00
23160.00;23200.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.21;13.82;0.41;0.62;2;3;3;25.00;0.00
23160.00;23200.00;430.00;id_-E3_2;68.00;472.06;68;150.00;16.00;35.01;5;2.35;7;86.00;13.60;11.80;1.70;1.19;5.75;9.54;3.77;4;8;9;147.31;0.00
23200.00;23240.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.12;13.35;1.33;5.92;6;8;13;236.59;0.00
23200.00;23240.00;14.00;id_E0_1;14.00;65.00;13;14.00;14.00;5.00;1;1.08;3;14.00;14.00;1.62;0.33;0.73;10.18;2.28;2.02;8;5;8;81.00;1.00
23200.00;23240.00;265.00;id_E0_2;142.00;957.71;141;108.00;40.00;27.59;4;2.16;6;66.25;35.50;23.94;3.52;1.62;2.51;20.99;4.50;2;2;7;180.00;1.00
23200.00;23240.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.65;12.28;1.94;5.83;4;4;9;231.99;0.00
23200.00;23240.00;367.00;id_-E1_1;66.00;455.05;66;127.00;16.00;35.00;5;3.22;7;73.40;13.20;11.38;1.65;1.68;6.14;8.39;3.88;4;9;10;150.92;0.00
23200.00;23240.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.46;1;0.00;0.00;0.00;0.00;0.18;13.01;0.71;0.40;1;0;1;16.00;0.00
23200.00;23240.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.83;11.07;1.78;3.65;2;2;6;145.46;0.00
23200.00;23240.00;53.00;id_-E2_1;40.00;200.00;40;53.00;40.00;5.00;1;1.52;3;53.00;40.00;5.00;1.00;0.86;4.31;14.86;1.70;2;1;3;68.00;0.00
23200.00;23240.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23200.00;23240.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.84;12.64;0.98;2.50;3;2;5;100.00;0.00
23200.00;23240.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.24;11.44;0.67;0.72;5;3;5;29.00;0.00
23200.00;23240.00;0.00;id_-E3_2;0.00;0.00;0;0.00;0.00;0.00;0;0.34;1;0.00;0.00;0.00;0.00;0.06;7.96;1.52;0.17;1;2;2;7.00;0.00
23240.00;23280.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;1.79;12.77;1.31;5.00;5;3;10;199.99;0.00
23240.00;23280.00;54.00;id_E0_1;40.00;200.00;40;54.00;40.00;5.00;1;1.44;4;54.00;40.00;5.00;1.00;1.02;8.71;7.19;2.83;3;5;6;113.00;0.00
23240.00;23280.00;323.00;id_E0_2;58.00;385.92;57;119.00;15.00;27.51;4;2.12;6;64.60;11.60;9.65;1.43;1.09;5.23;8.62;3.23;4;7;9;126.57;1.00
23240.00;23280.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;1.92;12.03;1.90;4.20;2;3;7;167.99;0.00
23240.00;23280.00;28.00;id_-E1_1;28.00;130.00;26;27.00;27.00;5.00;1;2.30;5;14.00;14.00;3.25;0.65;1.31;9.42;7.26;2.85;4;0;5;114.00;2.00
23240.00;23280.00;34.00;id_-E1_2;34.00;165.00;33;34.00;34.00;5.00;1;0.46;1;34.00;34.00;4.12;0.82;0.46;1.68;35.07;1.00;0;0;1;40.00;1.00
23240.00;23280.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;2.23;11.61;1.99;4.45;2;2;6;177.20;0.00
23240.00;23280.00;132.00;id_-E2_1;79.00;485.05;78;93.00;40.00;12.51;2;2.03;4;66.00;39.50;12.13;1.95;1.20;1.37;20.80;2.38;2;1;4;95.00;1.00
23240.00;23280.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23240.00;23280.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;0.89;13.97;0.64;2.65;4;4;7;106.00;0.00
23240.00;23280.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.50;12.89;0.59;1.48;5;7;7;59.00;0.00
23240.00;23280.00;10.00;id_-E3_2;10.00;45.00;9;10.00;10.00;5.00;1;1.01;3;10.00;10.00;1.12;0.23;0.46;8.64;4.18;1.38;4;1;4;55.00;1.00
23280.00;23320.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.26;12.41;1.57;6.33;3;4;10;252.80;0.00
23280.00;23320.00;94.00;id_E0_1;40.00;200.00;40;94.00;40.00;5.00;1;1.08;3;94.00;40.00;5.00;1.00;0.71;6.49;8.40;1.98;4;2;5;79.00;0.00
23280.00;23320.00;26.00;id_E0_2;26.00;120.00;24;25.00;25.00;5.00;1;0.72;2;13.00;13.00;3.00;0.60;0.46;5.45;10.84;1.27;1;2;3;51.00;2.00
23280.00;23320.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.82;7;0.00;0.00;0.00;0.00;2.19;12.42;1.67;4.83;5;4;9;192.00;0.00
23280.00;23320.00;46.00;id_-E1_1;19.00;105.01;18;38.00;11.00;12.50;2;2.76;6;23.00;9.50;2.63;0.45;1.32;9.75;4.25;2.98;3;7;8;117.26;1.00
23280.00;23320.00;74.00;id_-E1_2;40.00;200.00;40;74.00;40.00;5.00;1;0.46;1;74.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
23280.00;23320.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.77;11.78;1.50;3.52;2;2;6;140.86;0.00
23280.00;23320.00;251.00;id_-E2_1;119.00;777.58;117;133.00;40.00;27.50;4;2.53;5;62.75;29.75;19.44;2.92;2.05;2.84;25.34;4.05;2;1;5;162.00;2.00
23280.00;23320.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23280.00;23320.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;0.96;13.93;1.04;2.85;2;3;5;114.00;0.00
23280.00;23320.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.23;12.84;0.30;0.68;4;3;4;27.00;0.00
23280.00;23320.00;103.00;id_-E3_2;93.00;582.64;91;50.00;40.00;20.01;3;1.35;4;34.33;31.00;14.57;2.27;1.07;3.19;19.70;3.17;2;1;5;127.00;2.00
23320.00;23360.00;1.00;id_E0_0;1.00;0.00;0;1.00;1.00;0.00;0;2.52;7;1.00;1.00;0.00;0.00;1.88;12.37;1.44;5.22;6;6;12;209.00;1.00
23320.00;23360.00;105.00;id_E0_1;11.00;55.00;11;105.00;11.00;5.00;1;1.44;4;105.00;11.00;1.38;0.28;0.89;12.01;2.14;2.52;5;8;8;100.14;0.00
23320.00;23360.00;77.00;id_E0_2;52.00;282.71;51;65.00;40.00;12.65;2;1.44;4;38.50;26.00;7.07;1.27;0.93;5.59;11.69;2.58;4;1;5;103.00;1.00
23320.00;23360.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.41;12.73;1.82;5.28;3;2;8;210.15;0.00
23320.00;23360.00;24.00;id_-E1_1;24.00;115.00;23;24.00;24.00;5.00;1;1.38;3;24.00;24.00;2.88;0.57;0.90;8.56;10.65;1.95;2;1;3;78.00;1.00
23320.00;23360.00;114.00;id_-E1_2;40.00;200.00;40;114.00;40.00;5.00;1;0.46;1;114.00;40.00;5.00;1.00;0.46;0.00;40.00;1.00;0;0;1;40.00;0.00
23320.00;23360.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.99;12.65;1.70;3.98;3;3;7;158.08;0.00
23320.00;23360.00;307.00;id_-E2_1;56.00;384.77;56;145.00;16.00;28.50;4;2.03;5;76.75;14.00;9.62;1.40;1.19;4.01;11.06;2.50;2;6;6;97.57;0.00
23320.00;23360.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23320.00;23360.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.77;11.80;1.50;2.27;3;2;5;91.00;0.00
23320.00;23360.00;16.00;id_-E3_1;16.00;75.00;15;16.00;16.00;5.00;1;1.01;3;16.00;16.00;1.88;0.38;0.55;10.63;4.91;1.62;3;3;4;65.00;1.00
23320.00;23360.00;241.00;id_-E3_2;138.00;927.60;137;90.00;40.00;27.50;4;2.02;6;60.25;34.50;23.19;3.42;1.59;3.23;21.06;4.72;3;1;7;189.00;1.00
23360.00;23400.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.16;6;0.00;0.00;0.00;0.00;1.93;12.49;1.75;5.40;2;3;8;215.18;0.00
23360.00;23400.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.62;14.43;0.63;1.73;5;2;5;69.00;0.00
23360.00;23400.00;214.00;id_E0_2;137.00;912.64;135;105.00;40.00;27.52;4;2.16;6;53.50;34.25;22.82;3.38;1.71;3.25;21.25;4.75;3;2;7;190.00;2.00
23360.00;23400.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.11;12.17;1.48;4.65;3;4;9;184.94;0.00
23360.00;23400.00;111.00;id_-E1_1;87.00;537.67;85;64.00;40.00;20.07;3;2.30;5;37.00;29.00;13.44;2.12;1.82;5.69;16.20;3.95;4;2;6;158.00;2.00
23360.00;23400.00;125.00;id_-E1_2;11.00;55.00;11;125.00;11.00;5.00;1;0.46;1;125.00;11.00;1.38;0.28;0.13;0.47;12.12;0.33;0;1;1;12.71;0.00
23360.00;23400.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.76;12.21;2.10;3.52;2;2;6;140.71;0.00
23360.00;23400.00;17.00;id_-E2_1;17.00;80.00;16;17.00;17.00;5.00;1;1.01;2;17.00;17.00;2.00;0.40;0.58;7.53;11.10;1.15;2;1;2;46.00;1.00
23360.00;23400.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23360.00;23400.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.86;12.99;0.74;2.55;3;4;6;102.00;0.00
23360.00;23400.00;56.00;id_-E3_1;40.00;200.00;40;56.00;40.00;5.00;1;1.35;4;56.00;40.00;5.00;1.00;0.85;8.64;6.16;2.52;6;3;7;101.00;0.00
23360.00;23400.00;304.00;id_-E3_2;63.00;425.09;62;101.00;14.00;35.04;5;2.02;6;60.80;12.60;10.63;1.55;0.77;1.95;11.72;2.42;1;7;7;95.25;1.00
23400.00;23440.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.16;12.38;1.51;6.08;6;5;11;242.01;0.00
23400.00;23440.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.60;13.09;0.89;1.65;4;6;7;66.00;0.00
23400.00;23440.00;278.00;id_E0_2;64.00;434.53;63;116.00;15.00;35.01;5;2.16;6;55.60;12.80;10.86;1.57;1.04;4.50;10.30;3.10;3;7;8;120.22;1.00
23400.00;23440.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.81;12.60;2.05;6.15;4;2;9;245.14;0.00
23400.00;23440.00;261.00;id_-E1_1;150.00;1017.69;149;104.00;40.00;27.58;4;2.76;6;65.25;37.50;25.44;3.73;2.07;1.98;22.21;4.50;3;2;7;180.00;1.00
23400.00;23440.00;1.00;id_-E1_2;1.00;0.00;0;1.00;1.00;0.00;0;0.46;1;1.00;1.00;0.00;0.00;0.08;7.22;3.55;0.17;1;1;1;7.00;1.00
23400.00;23440.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.85;12.29;1.69;3.65;2;1;6;146.00;0.00
23400.00;23440.00;69.00;id_-E2_1;52.00;282.62;51;57.00;40.00;12.59;2;1.52;3;34.50;26.00;7.07;1.27;1.01;3.89;18.83;2.00;2;1;3;80.00;1.00
23400.00;23440.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.01;1.85;0.85;0.03;1;0;1;1.00;0.00
23400.00;23440.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.75;13.69;0.98;2.23;2;1;4;89.00;0.00
23400.00;23440.00;96.00;id_-E3_1;40.00;200.00;40;96.00;40.00;5.00;1;1.35;4;96.00;40.00;5.00;1.00;0.71;8.03;6.96;2.12;2;5;6;85.00;0.00
23400.00;23440.00;18.00;id_-E3_2;18.00;90.01;16;13.00;13.00;12.50;2;1.35;4;9.00;9.00;2.25;0.40;0.71;9.76;6.62;2.12;4;1;4;85.00;2.00
23440.00;23480.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.52;7;0.00;0.00;0.00;0.00;2.14;12.06;2.04;5.97;3;3;9;238.21;0.00
23440.00;23480.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.08;3;0.00;0.00;0.00;0.00;0.82;13.68;0.82;2.27;4;3;5;91.00;0.00
23440.00;23480.00;18.00;id_E0_2;18.00;85.00;17;18.00;18.00;5.00;1;1.08;3;18.00;18.00;2.12;0.42;0.57;8.51;6.62;1.57;3;2;4;63.00;1.00
23440.00;23480.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.57;13.00;1.52;5.62;4;5;11;224.73;0.00
23440.00;23480.00;314.00;id_-E1_1;53.00;362.57;53;115.00;15.00;27.50;4;3.22;7;78.50;13.25;9.06;1.32;1.76;7.31;7.44;4.03;5;8;10;157.34;0.00
23440.00;23480.00;0.00;id_-E1_2;0.00;0.00;0;0.00;0.00;0.00;0;0.00;0;0.00;0.00;0.00;0.00;0.00;-1.00;-1.00;0.00;0;0;0;0.00;0.00
23440.00;23480.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;3.04;6;0.00;0.00;0.00;0.00;2.19;12.20;1.61;4.38;3;4;8;174.42;0.00
23440.00;23480.00;160.00;id_-E2_1;91.00;575.08;90;97.00;40.00;20.03;3;2.03;4;53.33;30.33;14.38;2.25;1.62;3.17;16.08;3.20;4;2;6;128.00;1.00
23440.00;23480.00;0.00;id_-E2_2;0.00;0.00;0;0.00;0.00;0.00;0;0.51;1;0.00;0.00;0.00;0.00;0.06;7.70;1.85;0.12;0;1;1;5.00;0.00
23440.00;23480.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.71;12.97;0.82;2.15;2;3;5;85.00;0.00
23440.00;23480.00;107.00;id_-E3_1;11.00;55.00;11;107.00;11.00;5.00;1;0.67;2;107.00;11.00;1.38;0.28;0.32;10.02;3.47;1.00;3;4;4;39.27;0.00
23440.00;23480.00;130.00;id_-E3_2;112.00;732.73;111;53.00;40.00;20.10;3;1.35;4;43.33;37.33;18.32;2.77;1.17;2.50;23.49;3.48;2;1;5;139.00;1.00
23480.00;23520.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.13;12.18;1.18;5.95;7;6;13;237.13;0.00
23480.00;23520.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.80;5;0.00;0.00;0.00;0.00;0.93;13.46;0.66;2.58;6;7;8;103.00;0.00
23480.00;23520.00;86.00;id_E0_2;68.00;402.64;67;58.00;40.00;12.57;2;1.44;4;43.00;34.00;10.07;1.68;0.89;3.61;14.67;2.48;3;1;5;99.00;1.00
