interval_begin;interval_end;interval_haltingDurationSum;interval_id;interval_intervalHaltingDurationSum;interval_jamLengthInMetersSum;interval_jamLengthInVehiclesSum;interval_maxHaltingDuration;interval_maxIntervalHaltingDuration;interval_maxJamLengthInMeters;interval_maxJamLengthInVehicles;interval_maxOccupancy;interval_maxVehicleNumber;interval_meanHaltingDuration;interval_meanIntervalHaltingDuration;interval_meanMaxJamLengthInMeters;interval_meanMaxJamLengthInVehicles;interval_meanOccupancy;interval_meanSpeed;interval_meanTimeLoss;interval_meanVehicleNumber;interval_nVehEntered;interval_nVehLeft;interval_nVehSeen;interval_sampledSeconds;interval_startedHalts
80.00;120.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.08;13.22;0.89;3.20;2;3;6;128.00;0.00
80.00;120.00;13.00;id_-E3_1;13.00;60.00;12;13.00;13.00;5.00;1;0.67;2;13.00;13.00;1.50;0.30;0.50;10.74;3.13;1.48;4;3;5;59.00;1.00
80.00;120.00;7.00;id_-E3_2;7.00;30.00;6;7.00;7.00;5.00;1;0.67;2;7.00;7.00;0.75;0.15;0.29;9.48;5.97;0.88;2;1;2;35.00;1.00
120.00;160.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.76;12.74;1.48;7.67;6;6;14;306.85;0.00
120.00;160.00;57.00;id_E0_1;53.00;290.18;52;44.00;40.00;12.64;2;2.16;6;28.50;26.50;7.25;1.30;1.74;9.39;5.76;4.83;7;6;11;193.00;1.00
120.00;160.00;15.00;id_E0_2;15.00;70.00;14;15.00;15.00;5.00;1;0.72;2;15.00;15.00;1.75;0.35;0.41;7.07;6.83;1.12;3;1;3;45.00;1.00
120.00;160.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.68;8;0.00;0.00;0.00;0.00;2.99;12.80;1.62;6.58;4;6;11;261.96;0.00
120.00;160.00;103.00;id_-E1_1;86.00;530.16;84;57.00;40.00;20.03;3;2.76;6;34.33;28.67;13.25;2.10;2.16;6.87;9.57;4.70;6;4;10;188.00;2.00
120.00;160.00;52.00;id_-E1_2;6.00;22.52;4;40.00;3.00;12.52;2;1.38;3;13.00;1.50;0.56;0.10;0.74;9.03;3.80;1.68;4;3;6;66.23;2.00
120.00;160.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.86;13.31;2.01;3.70;3;2;5;147.92;0.00
120.00;160.00;133.00;id_-E2_1;85.00;530.08;84;84.00;40.00;20.03;3;2.53;5;44.33;28.33;13.25;2.10;1.99;5.67;11.68;3.92;3;3;8;157.00;1.00
120.00;160.00;45.00;id_-E2_2;43.00;215.36;42;42.00;40.00;12.76;2;1.52;3;22.50;21.50;5.38;1.05;0.95;4.90;12.11;1.88;2;1;4;75.00;1.00
120.00;160.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.64;13.09;0.76;1.95;2;4;5;77.02;0.00
120.00;160.00;53.00;id_-E3_1;40.00;200.00;40;53.00;40.00;5.00;1;1.01;3;53.00;40.00;5.00;1.00;0.71;7.19;7.01;2.12;4;4;6;85.00;0.00
120.00;160.00;10.00;id_-E3_2;3.00;10.00;2;7.00;3.00;5.00;1;0.67;2;5.00;1.50;0.25;0.05;0.38;11.05;2.31;1.18;3;2;4;46.01;1.00
160.00;200.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.66;12.61;1.34;7.45;5;5;13;297.38;0.00
160.00;200.00;59.00;id_E0_1;2.00;10.00;2;44.00;2.00;5.00;1;2.08;6;29.50;1.00;0.25;0.05;0.93;12.41;1.40;2.67;6;10;11;105.69;0.00
160.00;200.00;84.00;id_E0_2;69.00;402.54;67;55.00;40.00;20.00;3;1.80;5;28.00;23.00;10.06;1.68;1.18;5.27;13.28;3.27;4;1;6;131.00;2.00
160.00;200.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.58;12.52;1.35;5.62;5;5;10;224.82;0.00
160.00;200.00;258.00;id_-E1_1;155.00;1047.64;153;97.00;40.00;35.01;5;3.68;8;51.60;31.00;26.19;3.83;2.99;5.16;12.84;6.50;7;6;13;260.00;2.00
160.00;200.00;90.00;id_-E1_2;85.00;530.06;84;43.00;40.00;20.01;3;2.30;5;30.00;28.33;13.25;2.10;1.54;4.40;15.49;3.35;3;2;6;134.00;1.00
160.00;200.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.22;5;0.00;0.00;0.00;0.00;1.72;13.56;1.27;3.42;4;4;7;136.28;0.00
160.00;200.00;136.00;id_-E2_1;3.00;17.50;3;84.00;2.00;12.50;2;2.38;5;45.33;1.00;0.44;0.07;0.91;11.63;1.51;1.95;5;9;10;75.73;0.00
160.00;200.00;129.00;id_-E2_2;84.00;522.61;83;82.00;40.00;20.02;3;2.03;4;43.00;28.00;13.07;2.08;1.50;3.32;18.00;2.95;2;1;5;118.00;1.00
160.00;200.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.54;12.68;0.93;1.60;2;1;3;64.00;0.00
160.00;200.00;93.00;id_-E3_1;40.00;200.00;40;93.00;40.00;5.00;1;1.01;3;93.00;40.00;5.00;1.00;0.56;5.95;10.27;1.68;2;3;4;67.00;0.00
160.00;200.00;75.00;id_-E3_2;72.00;432.54;71;43.00;40.00;12.51;2;1.35;4;37.50;36.00;10.81;1.77;0.93;4.11;16.26;2.77;3;1;5;111.00;1.00
200.00;240.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.61;10;0.00;0.00;0.00;0.00;3.36;12.65;1.73;9.35;5;5;13;373.41;0.00
200.00;240.00;0.00;id_E0_1;0.00;0.00;0;0.00;0.00;0.00;0;1.44;4;0.00;0.00;0.00;0.00;0.58;12.56;0.76;1.60;7;4;8;64.00;0.00
200.00;240.00;228.00;id_E0_2;144.00;972.62;143;95.00;40.00;27.51;4;2.16;6;57.00;36.00;24.32;3.58;1.71;2.88;21.69;4.75;2;2;7;190.00;1.00
200.00;240.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.68;8;0.00;0.00;0.00;0.00;3.21;12.10;1.81;7.03;6;4;11;280.16;0.00
200.00;240.00;272.00;id_-E1_1;14.00;94.24;14;97.00;5.00;28.34;4;3.62;8;54.40;2.80;2.36;0.35;1.19;9.71;2.53;2.80;6;11;13;108.43;0.00
200.00;240.00;244.00;id_-E1_2;154.00;1047.62;153;83.00;40.00;27.51;4;2.76;6;61.00;38.50;26.19;3.83;2.14;1.88;23.02;4.65;3;1;7;186.00;1.00
200.00;240.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.03;4;0.00;0.00;0.00;0.00;1.63;12.59;1.54;3.25;3;2;6;129.89;0.00
200.00;240.00;16.00;id_-E2_1;16.00;75.00;15;16.00;16.00;5.00;1;1.52;3;16.00;16.00;1.88;0.38;1.12;11.06;5.80;2.20;3;2;4;88.00;1.00
200.00;240.00;257.00;id_-E2_2;128.00;845.10;126;122.00;40.00;27.51;4;2.53;5;51.40;25.60;21.13;3.15;2.03;2.41;22.17;4.00;2;1;6;160.00;2.00
200.00;240.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.65;13.28;0.66;1.93;4;4;6;77.00;0.00
200.00;240.00;93.00;id_-E3_1;0.00;0.00;0;93.00;0.00;0.00;0;1.01;3;93.00;0.00;0.00;0.00;0.42;12.60;0.55;1.27;6;5;7;50.94;0.00
200.00;240.00;193.00;id_-E3_2;118.00;777.74;117;83.00;40.00;20.12;3;1.35;4;64.33;39.33;19.44;2.92;1.07;0.51;24.48;3.17;1;2;5;127.00;1.00
240.00;280.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.72;12.72;1.41;7.62;6;7;14;303.80;0.00
240.00;280.00;45.00;id_E0_1;45.00;262.56;43;25.00;25.00;12.53;2;2.16;6;22.50;22.50;6.56;1.07;1.57;9.48;5.10;4.35;7;5;11;174.00;2.00
240.00;280.00;245.00;id_E0_2;17.00;84.77;14;95.00;5.00;21.22;3;1.75;5;35.00;2.43;2.12;0.35;0.59;7.07;4.19;1.82;3;6;8;69.61;3.00
240.00;280.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.68;8;0.00;0.00;0.00;0.00;2.84;12.69;1.57;6.25;4;6;11;248.90;0.00
240.00;280.00;25.00;id_-E1_1;25.00;120.00;24;25.00;25.00;5.00;1;2.76;6;25.00;25.00;3.00;0.60;1.66;10.36;3.60;3.60;8;5;10;144.00;1.00
240.00;280.00;444.00;id_-E1_2;200.00;1385.50;198;123.00;40.00;42.78;6;3.68;8;74.00;33.33;34.64;4.95;2.82;2.01;23.16;6.12;3;2;9;245.00;2.00
240.00;280.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;2.07;12.92;1.30;4.12;4;5;8;164.06;0.00
240.00;280.00;66.00;id_-E2_1;50.00;267.52;49;56.00;40.00;12.51;2;2.03;4;33.00;25.00;6.69;1.23;1.33;6.48;7.14;2.62;6;4;8;105.00;1.00
240.00;280.00;265.00;id_-E2_2;9.00;59.72;9;122.00;4.00;21.32;3;2.41;5;66.25;2.25;1.49;0.23;0.61;8.54;2.93;1.35;2;6;7;52.34;0.00
240.00;280.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.60;12.91;0.73;1.77;3;2;5;71.00;0.00
240.00;280.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.24;13.42;0.22;0.70;3;4;5;28.00;0.00
240.00;280.00;343.00;id_-E3_2;150.00;1010.19;148;123.00;40.00;35.06;5;2.02;6;68.60;30.00;25.25;3.70;1.70;2.97;26.34;5.05;3;1;6;202.00;2.00
280.00;320.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.69;12.48;1.39;7.53;7;6;14;299.99;0.00
280.00;320.00;151.00;id_E0_1;106.00;687.63;105;65.00;40.00;20.06;3;2.52;7;50.33;35.33;17.19;2.62;2.03;7.01;8.31;5.62;8;8;14;225.00;1.00
280.00;320.00;57.00;id_E0_2;52.00;282.64;51;45.00;40.00;12.58;2;1.44;4;28.50;26.00;7.07;1.27;0.98;6.24;12.25;2.73;3;2;5;109.00;1.00
280.00;320.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.42;13.48;1.21;5.33;6;5;11;211.96;0.00
280.00;320.00;113.00;id_-E1_1;88.00;545.08;86;65.00;40.00;20.01;3;3.22;7;37.67;29.33;13.63;2.15;2.57;7.70;10.21;5.58;5;5;10;223.00;2.00
280.00;320.00;461.00;id_-E1_2;17.00;113.61;17;123.00;6.00;35.01;5;3.08;7;76.83;2.83;2.84;0.42;0.92;7.63;3.72;2.27;3;8;10;85.87;0.00
280.00;320.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.92;12.55;1.68;3.83;3;3;6;152.18;0.00
280.00;320.00;166.00;id_-E2_1;100.00;642.62;99;96.00;40.00;20.04;3;2.53;5;55.33;33.33;16.07;2.48;2.03;4.84;15.17;4.00;3;3;7;160.00;1.00
280.00;320.00;4.00;id_-E2_2;4.00;15.00;3;4.00;4.00;5.00;1;1.01;2;4.00;4.00;0.38;0.07;0.43;9.94;3.17;0.85;2;2;3;34.00;1.00
280.00;320.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.09;12.50;1.47;3.25;3;2;6;130.00;0.00
280.00;320.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.34;12.37;0.93;1.00;4;4;5;40.00;0.00
280.00;320.00;358.00;id_-E3_2;15.00;100.14;15;123.00;6.00;28.84;4;1.61;5;71.60;3.00;2.50;0.38;0.49;7.42;4.18;1.68;2;7;7;63.43;0.00
320.00;360.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.61;10;0.00;0.00;0.00;0.00;3.12;12.73;1.79;8.75;5;5;13;348.44;0.00
320.00;360.00;157.00;id_E0_1;6.00;31.33;5;65.00;3.00;13.83;2;2.08;6;39.25;1.50;0.78;0.12;0.75;11.38;1.91;2.20;4;9;10;86.30;1.00
320.00;360.00;177.00;id_E0_2;120.00;785.13;118;85.00;40.00;27.52;4;1.80;5;44.25;30.00;19.63;2.95;1.42;2.84;20.99;3.92;3;1;6;157.00;2.00
320.00;360.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.68;8;0.00;0.00;0.00;0.00;2.84;12.92;1.88;6.22;4;5;10;248.81;0.00
320.00;360.00;261.00;id_-E1_1;148.00;995.12;146;105.00;40.00;35.01;5;3.68;8;52.20;29.60;24.88;3.65;2.70;4.62;14.32;5.88;6;3;11;235.00;2.00
320.00;360.00;52.00;id_-E1_2;52.00;287.52;50;36.00;36.00;12.50;2;1.38;3;26.00;26.00;7.19;1.25;1.01;4.69;15.11;2.20;2;2;4;88.00;2.00
320.00;360.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.81;11.69;1.59;3.60;4;2;7;143.49;0.00
320.00;360.00;171.00;id_-E2_1;5.00;31.32;5;96.00;3.00;13.82;2;2.96;6;57.00;1.67;0.78;0.12;1.15;12.09;1.96;2.40;5;7;9;94.05;0.00
320.00;360.00;52.00;id_-E2_2;48.00;252.69;47;44.00;40.00;12.68;2;1.52;3;26.00;24.00;6.32;1.18;0.96;4.16;17.85;1.90;2;1;3;76.00;1.00
320.00;360.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.68;5;0.00;0.00;0.00;0.00;1.35;13.56;1.20;4.03;2;3;6;161.00;0.00
320.00;360.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;0.67;2;0.00;0.00;0.00;0.00;0.28;13.29;0.33;0.82;4;3;5;33.00;0.00
320.00;360.00;13.00;id_-E3_2;13.00;60.00;12;13.00;13.00;5.00;1;0.67;2;13.00;13.00;1.50;0.30;0.39;7.28;7.12;1.15;3;1;3;46.00;1.00
360.00;400.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.65;13.26;1.54;7.40;3;6;11;295.01;0.00
360.00;400.00;18.00;id_E0_1;18.00;82.66;16;16.00;16.00;12.66;2;2.52;7;9.00;9.00;2.07;0.40;1.56;11.44;3.10;4.33;9;3;10;173.00;2.00
360.00;400.00;361.00;id_E0_2;184.00;1272.68;183;125.00;40.00;35.03;5;2.52;7;72.20;36.80;31.82;4.58;1.97;1.78;23.91;5.45;3;2;8;218.00;1.00
360.00;400.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.22;7;0.00;0.00;0.00;0.00;2.68;13.35;1.49;5.88;5;3;10;234.08;0.00
360.00;400.00;276.00;id_-E1_1;15.00;102.92;15;106.00;5.00;36.01;5;3.65;8;55.20;3.00;2.57;0.38;1.52;10.34;2.91;3.45;5;12;13;136.41;0.00
360.00;400.00;147.00;id_-E1_2;95.00;605.06;94;76.00;40.00;20.00;3;2.76;6;49.00;31.67;15.13;2.35;1.73;4.06;14.96;3.75;5;1;7;150.00;1.00
360.00;400.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;6;0.00;0.00;0.00;0.00;2.17;12.81;1.57;4.30;4;5;9;171.97;0.00
360.00;400.00;2.00;id_-E2_1;2.00;5.00;1;2.00;2.00;5.00;1;1.52;3;2.00;2.00;0.12;0.03;0.77;11.55;1.18;1.52;5;4;7;61.00;1.00
360.00;400.00;147.00;id_-E2_2;95.00;605.06;94;84.00;40.00;20.01;3;2.03;4;49.00;31.67;15.13;2.35;1.57;2.82;25.16;3.10;2;1;4;124.00;1.00
360.00;400.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.35;4;0.00;0.00;0.00;0.00;1.00;12.66;1.43;2.98;2;3;5;119.00;0.00
360.00;400.00;0.00;id_-E3_1;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.53;14.08;0.49;1.57;5;5;7;63.00;0.00
360.00;400.00;69.00;id_-E3_2;56.00;305.07;54;53.00;40.00;12.54;2;1.35;4;23.00;18.67;7.63;1.35;0.92;5.73;12.79;2.73;3;2;5;109.00;2.00
400.00;440.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;3.25;9;0.00;0.00;0.00;0.00;2.45;12.75;1.71;6.85;6;4;11;273.58;0.00
400.00;440.00;122.00;id_E0_1;104.00;672.76;103;56.00;40.00;20.05;3;2.52;7;40.67;34.67;16.82;2.58;2.12;7.80;10.24;5.88;4;5;11;235.00;1.00
400.00;440.00;375.00;id_E0_2;14.00;80.01;13;125.00;4.00;27.50;4;2.05;6;62.50;2.33;2.00;0.33;0.73;8.21;4.47;2.25;2;7;8;86.62;1.00
400.00;440.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;3.68;8;0.00;0.00;0.00;0.00;2.44;13.36;1.60;5.35;3;5;10;213.68;0.00
400.00;440.00;55.00;id_-E1_1;55.00;300.05;53;40.00;40.00;12.53;2;2.76;6;27.50;27.50;7.50;1.32;2.00;9.32;9.04;4.35;6;2;7;174.00;2.00
400.00;440.00;327.00;id_-E1_2;180.00;1227.67;177;116.00;40.00;35.00;5;3.22;7;54.50;30.00;30.69;4.42;2.57;2.48;23.27;5.58;2;2;8;223.00;3.00
400.00;440.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.80;13.58;1.15;3.62;5;6;9;143.94;0.00
400.00;440.00;59.00;id_-E2_1;57.00;320.14;56;42.00;40.00;12.58;2;2.03;4;29.50;28.50;8.00;1.40;1.61;6.74;7.18;3.17;6;5;9;127.00;1.00
400.00;440.00;153.00;id_-E2_2;6.00;39.70;6;85.00;3.00;21.00;3;1.49;3;51.00;2.00;0.99;0.15;0.49;9.34;2.76;1.10;2;5;5;42.52;0.00
400.00;440.00;0.00;id_-E3_0;0.00;0.00;0;0.00;0.00;0.00;0;1.01;3;0.00;0.00;0.00;0.00;0.69;12.71;0.97;2.10;2;1;4;83.06;0.00
400.00;440.00;30.00;id_-E3_1;30.00;145.00;29;30.00;30.00;5.00;1;0.67;2;30.00;30.00;3.62;0.72;0.43;5.50;10.50;1.27;1;2;3;51.00;1.00
400.00;440.00;207.00;id_-E3_2;138.00;927.98;137;93.00;40.00;27.61;4;1.68;5;51.75;34.50;23.20;3.42;1.40;2.18;28.70;4.15;2;1;5;166.00;1.00
440.00;480.00;0.00;id_E0_0;0.00;0.00;0;0.00;0.00;0.00;0;2.89;8;0.00;0.00;0.00;0.00;2.36;12.39;1.29;6.58;7;7;14;262.89;0.00
440.00;480.00;279.00;id_E0_1;157.00;1062.75;155;96.00;40.00;35.01;5;3.25;9;55.80;31.40;26.57;3.88;2.56;6.07;11.33;7.10;9;7;15;284.00;2.00
440.00;480.00;55.00;id_E0_2;51.00;275.06;50;44.00;40.00;12.53;2;1.44;4;27.50;25.50;6.88;1.25;0.89;5.77;11.86;2.48;4;2;5;99.00;1.00
440.00;480.00;0.00;id_-E1_0;0.00;0.00;0;0.00;0.00;0.00;0;2.76;6;0.00;0.00;0.00;0.00;2.35;13.27;2.19;5.15;3;3;8;205.74;0.00
440.00;480.00;176.00;id_-E1_1;121.00;792.60;119;80.00;40.00;27.51;4;3.22;7;44.00;30.25;19.82;2.98;2.67;5.94;14.95;5.80;4;3;9;232.00;2.00
440.00;480.00;341.00;id_-E1_2;15.00;103.96;15;117.00;5.00;36.01;5;2.73;6;68.20;3.00;2.60;0.38;0.91;8.26;4.17;2.20;3;8;9;84.29;0.00
440.00;480.00;0.00;id_-E2_0;0.00;0.00;0;0.00;0.00;0.00;0;2.53;5;0.00;0.00;0.00;0.00;1.89;13.32;1.63;3.75;4;4;7;149.94;0.00
