current_time,waiting_time
8231.0,1009.0
8271.0,1143.0
8311.0,1238.0
8351.0,896.0
8391.0,766.0
8431.0,1081.0
8471.0,1486.0
8511.0,921.0
8551.0,900.0
8591.0,1103.0
8631.0,943.0
8671.0,1122.0
8711.0,1296.0
8751.0,724.0
8791.0,809.0
8831.0,934.0
8871.0,878.0
8911.0,1307.0
8951.0,1222.0
8991.0,1568.0
9031.0,809.0
9071.0,911.0
9111.0,981.0
9151.0,1394.0
9191.0,1162.0
9221.0,1113.0
9261.0,1713.0
9301.0,1075.0
9341.0,839.0
9381.0,872.0
9421.0,774.0
9461.0,1182.0
9501.0,1162.0
9541.0,1447.0
9581.0,750.0
9621.0,1228.0
9661.0,1195.0
9701.0,917.0
9731.0,883.0
9771.0,1425.0
9811.0,1472.0
9851.0,746.0
9891.0,916.0
9931.0,1093.0
9971.0,1375.0
10011.0,973.0
10051.0,1402.0
10091.0,1423.0
10131.0,646.0
10171.0,677.0
10211.0,812.0
10251.0,1151.0
10291.0,975.0
10331.0,1166.0
10361.0,1321.0
10391.0,1685.0
10431.0,2187.0
10471.0,1218.0
10511.0,1054.0
10551.0,1127.0
10591.0,774.0
10631.0,991.0
10661.0,1044.0
10691.0,1428.0
10731.0,2113.0
10771.0,1336.0
10811.0,1025.0
10851.0,1026.0
10891.0,740.0
10931.0,962.0
10971.0,1104.0
11011.0,1456.0
11051.0,925.0
11091.0,1445.0
11131.0,1153.0
11171.0,887.0
11201.0,1213.0
11241.0,1790.0
11281.0,1571.0
11321.0,785.0
11361.0,922.0
11401.0,1039.0
11441.0,1445.0
11481.0,1188.0
11521.0,1601.0
11561.0,1544.0
11601.0,681.0
11641.0,757.0
11681.0,892.0
11721.0,1232.0
11761.0,927.0
11801.0,1410.0
11841.0,1386.0
11881.0,584.0
11921.0,637.0
11961.0,840.0
12001.0,1240.0
12041.0,1041.0
12081.0,1567.0
12121.0,1402.0
12161.0,640.0
12201.0,768.0
12241.0,870.0
12281.0,1240.0
12321.0,1156.0
12361.0,833.0
12401.0,760.0
12441.0,610.0
12481.0,553.0
12521.0,744.0
12561.0,814.0
12601.0,1189.0
12641.0,1519.0
12681.0,1173.0
12721.0,1690.0
12761.0,1662.0
12801.0,652.0
12841.0,810.0
12881.0,976.0
12921.0,1402.0
12961.0,1222.0
13001.0,1680.0
13041.0,1608.0
13081.0,1933.0
13121.0,845.0
13161.0,1260.0
13201.0,1111.0
13241.0,867.0
13281.0,1075.0
13321.0,706.0
13361.0,518.0
13401.0,682.0
13441.0,1049.0
13481.0,1507.0
13521.0,1314.0
13561.0,1452.0
13601.0,1070.0
13641.0,773.0
13681.0,1001.0
13721.0,657.0
13761.0,715.0
13801.0,705.0
13841.0,919.0
13881.0,971.0
13921.0,603.0
13961.0,935.0
14001.0,845.0
14041.0,1243.0
14081.0,1007.0
14121.0,1439.0
14161.0,1387.0
14201.0,733.0
14241.0,688.0
14281.0,852.0
14321.0,1232.0
14361.0,1004.0
14401.0,1205.0
14441.0,1346.0
14481.0,587.0
14521.0,739.0
14561.0,747.0
14601.0,776.0
14641.0,912.0
14681.0,1124.0
14721.0,570.0
14761.0,696.0
14801.0,796.0
14841.0,706.0
14881.0,1122.0
14921.0,1103.0
14961.0,560.0
15001.0,595.0
15041.0,764.0
15081.0,1085.0
15121.0,1060.0
15161.0,1563.0
15201.0,1405.0
15241.0,619.0
15281.0,864.0
15321.0,943.0
15361.0,1329.0
15401.0,1185.0
15431.0,1518.0
15471.0,2138.0
15511.0,1813.0
15551.0,844.0
15591.0,835.0
15631.0,975.0
15671.0,1294.0
15711.0,1018.0
15751.0,1535.0
15791.0,1548.0
15831.0,814.0
15871.0,832.0
15911.0,1006.0
15951.0,860.0
15981.0,920.0
16021.0,1484.0
16061.0,997.0
16101.0,739.0
16141.0,719.0
16181.0,1116.0
16221.0,1541.0
16261.0,1304.0
16301.0,1809.0
16341.0,1627.0
16381.0,676.0
16421.0,693.0
16461.0,911.0
16501.0,1265.0
16541.0,1182.0
16581.0,1480.0
16621.0,1297.0
16661.0,732.0
16701.0,949.0
16741.0,744.0
16781.0,561.0
16821.0,603.0
16861.0,733.0
16901.0,1025.0
16941.0,1182.0
16981.0,626.0
17021.0,760.0
17061.0,897.0
17101.0,873.0
17141.0,1322.0
17181.0,1152.0
17221.0,523.0
17261.0,739.0
17301.0,891.0
17341.0,1193.0
17381.0,993.0
17421.0,1154.0
17461.0,1305.0
17501.0,498.0
17541.0,719.0
17571.0,688.0
17611.0,1217.0
17651.0,1529.0
17691.0,1292.0
17731.0,1419.0
17771.0,1554.0
17811.0,599.0
17851.0,793.0
17891.0,895.0
17931.0,862.0
17971.0,1028.0
18011.0,1127.0
18051.0,580.0
18091.0,709.0
18131.0,897.0
18171.0,874.0
18211.0,1099.0
18251.0,1234.0
18291.0,573.0
18331.0,613.0
18371.0,754.0
18411.0,699.0
18451.0,1002.0
18491.0,1204.0
18531.0,1548.0
18571.0,779.0
18611.0,1007.0
18651.0,1148.0
18691.0,1076.0
18731.0,1280.0
18771.0,1240.0
18811.0,472.0
18851.0,775.0
18881.0,793.0
18921.0,1332.0
18961.0,1606.0
19001.0,1454.0
19031.0,1297.0
19061.0,1689.0
19091.0,2156.0
19131.0,2813.0
19171.0,2501.0
19211.0,897.0
19251.0,1002.0
19291.0,1134.0
19331.0,844.0
19371.0,1391.0
19411.0,1176.0
19451.0,526.0
19491.0,710.0
19531.0,698.0
19571.0,732.0
19611.0,1160.0
19651.0,1129.0
19691.0,565.0
19731.0,977.0
19771.0,777.0
19811.0,1254.0
19851.0,1156.0
19891.0,1323.0
19931.0,1496.0
19971.0,667.0
20011.0,1129.0
20051.0,935.0
20091.0,1345.0
20131.0,1200.0
20171.0,1348.0
20211.0,647.0
20251.0,666.0
20281.0,659.0
20321.0,1196.0
20361.0,1436.0
20401.0,1300.0
20441.0,1486.0
20481.0,850.0
20521.0,619.0
20551.0,752.0
20591.0,1297.0
20631.0,1433.0
20671.0,1784.0
20711.0,1483.0
20741.0,1791.0
20771.0,2297.0
20801.0,2773.0
20831.0,3277.0
20871.0,3908.0
20911.0,3094.0
20951.0,1077.0
20991.0,1009.0
21031.0,890.0
21071.0,955.0
21111.0,1288.0
21151.0,832.0
21191.0,1238.0
21231.0,1048.0
21271.0,826.0
21311.0,1110.0
21351.0,918.0
21391.0,825.0
21431.0,756.0
21471.0,1136.0
21511.0,1476.0
21551.0,1182.0
21591.0,1402.0
21631.0,971.0
21671.0,852.0
21711.0,1011.0
21741.0,1340.0
21781.0,1904.0
21821.0,1148.0
21861.0,1066.0
21901.0,1121.0
21941.0,960.0
21981.0,1198.0
22021.0,1254.0
22061.0,551.0
22101.0,746.0
22141.0,850.0
22181.0,1290.0
22221.0,1214.0
22251.0,1222.0
22291.0,1752.0
22331.0,1762.0
22371.0,669.0
22411.0,626.0
22451.0,802.0
22491.0,780.0
22531.0,976.0
22571.0,1134.0
22611.0,509.0
22651.0,603.0
22691.0,746.0
22731.0,793.0
22771.0,996.0
22811.0,1287.0
22841.0,1460.0
22881.0,2020.0
22921.0,1134.0
22961.0,1145.0
23001.0,1198.0
23041.0,886.0
23081.0,1348.0
23121.0,1255.0
23161.0,690.0
23201.0,841.0
23241.0,875.0
23281.0,797.0
23321.0,1076.0
23361.0,1230.0
23401.0,1507.0
23441.0,691.0
23481.0,915.0
23521.0,1072.0
23561.0,905.0
23601.0,1068.0
23641.0,1150.0
23681.0,598.0
23721.0,959.0
23761.0,936.0
23801.0,1218.0
23841.0,1068.0
23881.0,1475.0
23921.0,1376.0
23961.0,632.0
24001.0,722.0
24041.0,939.0
24081.0,1403.0
24121.0,1266.0
24161.0,1755.0
24201.0,1448.0
24241.0,542.0
24281.0,715.0
24321.0,760.0
24361.0,767.0
24401.0,772.0
24441.0,962.0
24481.0,1353.0
24521.0,717.0
24561.0,814.0
24601.0,828.0
24641.0,685.0
24671.0,951.0
24711.0,1533.0
24751.0,1278.0
24791.0,667.0
24831.0,741.0
24871.0,866.0
24911.0,1176.0
24951.0,1592.0
24991.0,1329.0
25031.0,1501.0
25071.0,1653.0
25111.0,614.0
25151.0,665.0
25191.0,915.0
25231.0,895.0
25271.0,1362.0
25311.0,1167.0
25351.0,614.0
25391.0,714.0
25431.0,866.0
25471.0,1259.0
25511.0,1156.0
25551.0,1363.0
25591.0,1510.0
25631.0,1875.0
25671.0,747.0
25711.0,1153.0
25751.0,1019.0
25791.0,847.0
25831.0,981.0
25871.0,1197.0
25911.0,642.0
25951.0,733.0
25991.0,932.0
26031.0,1283.0
26071.0,1156.0
26111.0,812.0
26151.0,804.0
26191.0,561.0
26231.0,954.0
26271.0,1291.0
26311.0,1345.0
26351.0,835.0
26391.0,773.0
26421.0,428.0
26461.0,896.0
26501.0,1217.0
26541.0,1522.0
26581.0,977.0
26621.0,805.0
26661.0,867.0
26691.0,505.0
26731.0,982.0
26771.0,697.0
26811.0,613.0
26851.0,789.0
26891.0,752.0
26931.0,1126.0
26971.0,1191.0
27011.0,615.0
27051.0,812.0
27091.0,883.0
27131.0,719.0
27171.0,959.0
27211.0,1271.0
27251.0,807.0
27291.0,850.0
27331.0,814.0
27371.0,646.0
27411.0,885.0
27441.0,842.0
27481.0,1263.0
27521.0,758.0
27561.0,897.0
27601.0,1075.0
27641.0,1382.0
27681.0,1710.0
27721.0,1405.0
27751.0,1668.0
27791.0,2265.0
27831.0,2036.0
27871.0,698.0
27911.0,773.0
27951.0,887.0
27991.0,702.0
28031.0,992.0
28071.0,1183.0
28111.0,1570.0
28151.0,813.0
28191.0,952.0
28231.0,1153.0
28271.0,984.0
28311.0,1146.0
28351.0,806.0
28391.0,612.0
28431.0,820.0
28461.0,1079.0
28501.0,1628.0
28541.0,1488.0
28581.0,1990.0
28621.0,1637.0
28661.0,540.0
28701.0,702.0
28741.0,880.0
28781.0,1262.0
28821.0,1030.0
28861.0,1469.0
28901.0,1356.0
28941.0,1667.0
28981.0,641.0
29021.0,1016.0
29061.0,1050.0
29101.0,816.0
29141.0,999.0
29181.0,1198.0
29221.0,712.0
29261.0,1135.0
29301.0,890.0
29341.0,781.0
29381.0,1062.0
29421.0,1141.0
29461.0,574.0
29501.0,702.0
29541.0,755.0
29581.0,722.0
29621.0,1210.0
29661.0,1145.0
29701.0,1471.0
29741.0,734.0
29781.0,1051.0
29821.0,1031.0
29861.0,863.0
29901.0,1017.0
29941.0,686.0
29981.0,588.0
30011.0,621.0
30051.0,1118.0
30091.0,1390.0
30131.0,1335.0
30161.0,1406.0
30201.0,2008.0
30241.0,1008.0
30281.0,714.0
30311.0,795.0
30351.0,1370.0
30391.0,1530.0
30431.0,1350.0
30471.0,1534.0
30511.0,733.0
30551.0,661.0
30591.0,704.0
30631.0,1028.0
30671.0,1349.0
30711.0,1130.0
30751.0,1305.0
30791.0,1015.0
30831.0,686.0
30871.0,796.0
30901.0,1043.0
30941.0,1556.0
30981.0,822.0
31021.0,759.0
31061.0,812.0
31091.0,732.0
31131.0,1334.0
31171.0,1391.0
31211.0,715.0
31251.0,820.0
31291.0,916.0
31331.0,821.0
31371.0,1278.0
31411.0,1078.0
31451.0,503.0
31491.0,720.0
31531.0,762.0
31571.0,1146.0
31611.0,1578.0
31651.0,1353.0
31691.0,1545.0
31731.0,1053.0
31771.0,874.0
31811.0,1091.0
31851.0,743.0
31891.0,677.0
31931.0,873.0
31971.0,1304.0
32011.0,1642.0
32051.0,1308.0
32091.0,1551.0
32131.0,740.0
32171.0,702.0
32211.0,806.0
32251.0,1358.0
32281.0,1537.0
32321.0,2030.0
32361.0,1766.0
32401.0,1802.0
32441.0,1955.0
32481.0,615.0
32521.0,825.0
32561.0,848.0
32601.0,761.0
32641.0,941.0
32681.0,837.0
32721.0,633.0
32761.0,687.0
32801.0,1089.0
32841.0,1468.0
32881.0,1313.0
32911.0,1309.0
32951.0,1876.0
32991.0,1882.0
33031.0,671.0
33071.0,1077.0
33111.0,864.0
33151.0,734.0
33191.0,936.0
33231.0,1014.0
33271.0,615.0
33311.0,793.0
33351.0,773.0
33391.0,1229.0
33431.0,1589.0
33471.0,1220.0
33501.0,1560.0
33531.0,2005.0
33571.0,2640.0
33611.0,2199.0
33651.0,794.0
33691.0,916.0
33731.0,838.0
33771.0,840.0
33811.0,963.0
33851.0,567.0
33891.0,649.0
33921.0,636.0
33961.0,1122.0
34001.0,1027.0
34041.0,1142.0
34081.0,1352.0
34121.0,731.0
34161.0,863.0
34201.0,901.0
34241.0,1266.0
34281.0,1092.0
34321.0,819.0
34361.0,658.0
34401.0,590.0
34431.0,782.0
34471.0,1264.0
34511.0,1086.0
34551.0,1228.0
34591.0,983.0
34631.0,718.0
34671.0,918.0
34711.0,1259.0
34751.0,639.0
34791.0,962.0
34831.0,975.0
34871.0,1472.0
34911.0,1240.0
34951.0,1400.0
34991.0,1450.0
35031.0,514.0
35071.0,614.0
35111.0,655.0
35151.0,592.0
35191.0,902.0
35231.0,1155.0
35271.0,752.0
35311.0,658.0
35351.0,796.0
35391.0,743.0
35431.0,899.0
35471.0,1195.0
35511.0,1604.0
35551.0,783.0
35591.0,1046.0
35631.0,1053.0
35671.0,783.0
35711.0,1203.0
35751.0,1063.0
35791.0,584.0
35831.0,794.0
35871.0,839.0
35911.0,1302.0
35951.0,1676.0
35991.0,1368.0
36031.0,1564.0
36071.0,817.0
36111.0,664.0
36141.0,653.0
36181.0,1185.0
36221.0,1304.0
36261.0,1152.0
36301.0,1224.0
36341.0,780.0
36381.0,886.0
36421.0,922.0
36451.0,514.0
36491.0,976.0
36531.0,1251.0
36571.0,1192.0
36611.0,1377.0
36651.0,775.0
36691.0,717.0
36731.0,852.0
36771.0,1189.0
36811.0,1512.0
36851.0,1193.0
36891.0,868.0
36931.0,857.0
36971.0,652.0
37011.0,1071.0
37051.0,1422.0
37091.0,1791.0
37131.0,2166.0
37171.0,1090.0
37211.0,1355.0
37251.0,1044.0
37281.0,740.0
37321.0,1270.0
37361.0,1250.0
37391.0,1448.0
37421.0,1790.0
37451.0,2243.0
37481.0,2712.0
37521.0,3446.0
37561.0,3147.0
37601.0,1358.0
37641.0,927.0
37681.0,865.0
37721.0,677.0
37751.0,897.0
37781.0,1247.0
37811.0,1704.0
37851.0,2474.0
37891.0,2472.0
37931.0,1315.0
37971.0,1248.0
38011.0,634.0
38051.0,587.0
38091.0,858.0
38131.0,641.0
38171.0,729.0
38211.0,879.0
38251.0,1189.0
38291.0,967.0
38331.0,1123.0
38371.0,1439.0
38411.0,760.0
38451.0,937.0
38491.0,1027.0
38531.0,1334.0
38571.0,1034.0
38611.0,1459.0
38651.0,1433.0
38691.0,597.0
38731.0,1071.0
38771.0,910.0
38811.0,1297.0
38851.0,1151.0
38891.0,1548.0
38931.0,1125.0
38971.0,809.0
39011.0,999.0
39051.0,1363.0
39091.0,756.0
39131.0,1173.0
39171.0,1127.0
39211.0,1528.0
39251.0,1116.0
39291.0,1615.0
39331.0,1471.0
39371.0,511.0
39411.0,605.0
39451.0,753.0
39491.0,986.0
39531.0,737.0
39561.0,1047.0
39601.0,1691.0
39641.0,1663.0
39681.0,844.0
39721.0,827.0
39761.0,963.0
39801.0,855.0
39841.0,1011.0
39881.0,674.0
39921.0,587.0
39951.0,584.0
39991.0,1072.0
40031.0,1408.0
40061.0,1622.0
40101.0,2110.0
40141.0,1904.0
40181.0,2315.0
40221.0,1122.0
40261.0,595.0
40291.0,646.0
40331.0,1208.0
40371.0,1461.0
40411.0,1707.0
40451.0,1451.0
40491.0,1908.0
40531.0,1819.0
40571.0,488.0
40601.0,474.0
40641.0,945.0
40681.0,972.0
40721.0,1518.0
40761.0,1358.0
40801.0,1465.0
40841.0,823.0
40881.0,645.0
40921.0,727.0
40961.0,1082.0
41001.0,1534.0
41041.0,1945.0
41081.0,1680.0
41121.0,2149.0
41161.0,2014.0
41201.0,750.0
41241.0,720.0
41281.0,828.0
41321.0,1088.0
41361.0,913.0
41401.0,1189.0
41441.0,1324.0
41481.0,531.0
41521.0,731.0
41561.0,771.0
41601.0,794.0
41641.0,1025.0
41681.0,805.0
41721.0,668.0
41761.0,692.0
41791.0,884.0
41831.0,1402.0
41871.0,1612.0
41911.0,1409.0
41951.0,765.0
41991.0,1053.0
42021.0,399.0
42061.0,898.0
42101.0,857.0
42141.0,817.0
42181.0,766.0
42221.0,781.0
42261.0,1025.0
42301.0,1397.0
42341.0,720.0
42381.0,1104.0
42421.0,1080.0
42461.0,955.0
42491.0,898.0
42531.0,1534.0
42571.0,1522.0
42611.0,1936.0
42651.0,902.0
42691.0,1057.0
42731.0,955.0
42761.0,596.0
42801.0,1138.0
42841.0,1266.0
42881.0,874.0
42921.0,924.0
42961.0,1109.0
43001.0,904.0
43031.0,958.0
43061.0,1360.0
43091.0,1857.0
43131.0,2518.0
43171.0,2203.0
43211.0,998.0
43251.0,990.0
43291.0,1106.0
43331.0,712.0
43361.0,882.0
43391.0,1289.0
43431.0,1951.0
43471.0,1821.0
43511.0,2187.0
43551.0,990.0
43591.0,1277.0
43631.0,1256.0
43671.0,925.0
43711.0,1297.0
43751.0,1167.0
43791.0,1583.0
43831.0,774.0
43871.0,888.0
43911.0,906.0
43951.0,1306.0
43991.0,1006.0
44031.0,1215.0
44071.0,1420.0
44111.0,636.0
44151.0,698.0
44191.0,851.0
44231.0,1154.0
44271.0,1037.0
44311.0,1471.0
44351.0,989.0
44391.0,633.0
44421.0,697.0
44461.0,1280.0
44501.0,1516.0
44531.0,1735.0
44561.0,2088.0
44601.0,2732.0
44641.0,2383.0
44681.0,2818.0
44721.0,2380.0
44761.0,672.0
44801.0,776.0
44841.0,879.0
44881.0,1286.0
44921.0,1107.0
44961.0,1381.0
45001.0,1477.0
45041.0,510.0
45081.0,640.0
45121.0,848.0
45161.0,1160.0
45201.0,1003.0
45241.0,1181.0
45281.0,1414.0
45321.0,655.0
45361.0,667.0
45401.0,889.0
45441.0,1257.0
45481.0,1116.0
45521.0,1628.0
45561.0,1519.0
45601.0,562.0
45641.0,479.0
45681.0,572.0
45721.0,946.0
45761.0,846.0
45801.0,1340.0
45841.0,1251.0
45881.0,520.0
45921.0,619.0
45961.0,893.0
46001.0,1178.0
46041.0,959.0
46081.0,1235.0
46121.0,870.0
46161.0,670.0
46201.0,714.0
46241.0,1089.0
46281.0,1019.0
46321.0,847.0
46361.0,1020.0
46401.0,591.0
46431.0,782.0
46471.0,1317.0
46511.0,1602.0
46551.0,1959.0
46591.0,1575.0
46631.0,746.0
46671.0,712.0
46711.0,612.0
46751.0,1000.0
46791.0,1344.0
46831.0,1014.0
46871.0,1192.0
46911.0,847.0
46941.0,610.0
46981.0,1124.0
47021.0,910.0
47061.0,683.0
47101.0,871.0
47141.0,868.0
47181.0,1340.0
47221.0,1358.0
47261.0,650.0
47301.0,792.0
47341.0,943.0
47381.0,897.0
47421.0,961.0
47461.0,1175.0
47501.0,741.0
47541.0,818.0
47581.0,1043.0
47621.0,1402.0
47661.0,1094.0
47701.0,1335.0
47741.0,1458.0
47781.0,595.0
47821.0,832.0
47861.0,868.0
47901.0,815.0
47931.0,1121.0
47971.0,1770.0
48011.0,1553.0
48051.0,803.0
48091.0,830.0
48131.0,1015.0
48171.0,820.0
48211.0,1132.0
48251.0,1219.0
48281.0,1467.0
48321.0,1989.0
48361.0,1050.0
48401.0,1040.0
48441.0,1196.0
48481.0,994.0
48521.0,1410.0
48561.0,1271.0
48601.0,1627.0
48641.0,702.0
48681.0,821.0
48721.0,1048.0
48761.0,1076.0
48801.0,1260.0
48831.0,1202.0
48861.0,1610.0
48891.0,2106.0
48921.0,2545.0
48951.0,3024.0
48991.0,3693.0
49031.0,3209.0
49071.0,1350.0
49111.0,986.0
49151.0,1365.0
49181.0,668.0
49221.0,1156.0
49261.0,792.0
49301.0,870.0
49341.0,1016.0
49381.0,855.0
49421.0,971.0
49461.0,887.0
49491.0,407.0
49531.0,872.0
49571.0,1266.0
49611.0,1656.0
49651.0,1261.0
49691.0,1435.0
49731.0,968.0
49771.0,748.0
49811.0,983.0
49851.0,717.0
49891.0,841.0
49931.0,926.0
49971.0,1290.0
50011.0,1200.0
50051.0,1330.0
50091.0,993.0
50131.0,933.0
50171.0,1029.0
50211.0,630.0
50251.0,686.0
50291.0,834.0
50321.0,1095.0
50361.0,1565.0
50401.0,1403.0
50431.0,1715.0
50471.0,2312.0
50511.0,1918.0
50551.0,629.0
50591.0,873.0
50631.0,984.0
50671.0,1391.0
50711.0,1107.0
50751.0,1424.0
50791.0,870.0
50831.0,730.0
50871.0,804.0
50911.0,1252.0
50951.0,1162.0
50991.0,990.0
51031.0,997.0
51071.0,773.0
51111.0,680.0
51151.0,756.0
51181.0,825.0
51221.0,1331.0
51261.0,1148.0
51301.0,1130.0
51341.0,704.0
51381.0,562.0
51421.0,669.0
51461.0,693.0
51501.0,947.0
51541.0,704.0
51581.0,1048.0
51621.0,744.0
51661.0,1110.0
51701.0,1102.0
51731.0,1431.0
51771.0,2039.0
51811.0,1746.0
51851.0,688.0
51891.0,898.0
51931.0,969.0
51971.0,816.0
52011.0,1031.0
52051.0,1164.0
52091.0,577.0
52131.0,662.0
52171.0,748.0
52211.0,796.0
52241.0,874.0
52281.0,1465.0
52321.0,1057.0
52351.0,527.0
52391.0,1124.0
52431.0,1011.0
52471.0,974.0
52511.0,1485.0
52551.0,1367.0
52591.0,663.0
52631.0,739.0
52671.0,845.0
52711.0,936.0
52751.0,1063.0
52791.0,1301.0
52831.0,1657.0
52871.0,890.0
52911.0,1034.0
52951.0,1150.0
52991.0,830.0
53031.0,1021.0
53061.0,1084.0
53101.0,1676.0
53141.0,1027.0
53181.0,845.0
53221.0,924.0
53261.0,911.0
53301.0,1326.0
53341.0,1169.0
53381.0,630.0
53421.0,675.0
53461.0,929.0
53501.0,1190.0
53541.0,931.0
53581.0,1406.0
53621.0,970.0
53661.0,658.0
53691.0,655.0
53721.0,1053.0
53761.0,1637.0
53801.0,1718.0
53841.0,1393.0
53881.0,812.0
53921.0,1000.0
53951.0,453.0
53991.0,1015.0
54031.0,1257.0
54071.0,1588.0
54111.0,1032.0
54151.0,804.0
54191.0,841.0
54231.0,736.0
54271.0,663.0
54311.0,811.0
54351.0,899.0
54391.0,1304.0
54431.0,1152.0
54471.0,1279.0
54511.0,1402.0
54551.0,1812.0
54591.0,827.0
54631.0,954.0
54671.0,863.0
54711.0,598.0
54751.0,869.0
54781.0,909.0
54821.0,1489.0
54861.0,955.0
54901.0,913.0
54941.0,1090.0
54981.0,908.0
55021.0,1344.0
55061.0,1117.0
55101.0,1456.0
55141.0,693.0
55181.0,861.0
55221.0,980.0
55261.0,724.0
55301.0,1298.0
55341.0,1213.0
55381.0,677.0
55421.0,733.0
55461.0,960.0
55501.0,1405.0
55541.0,1104.0
55581.0,1629.0
55621.0,1513.0
55661.0,1841.0
55701.0,696.0
55741.0,906.0
55781.0,1018.0
55821.0,749.0
55861.0,1221.0
55901.0,1192.0
55931.0,1317.0
55971.0,1843.0
56011.0,2108.0
56051.0,887.0
56091.0,1136.0
56131.0,852.0
56171.0,863.0
56211.0,1013.0
56251.0,659.0
56291.0,865.0
56331.0,919.0
56371.0,864.0
56411.0,1365.0
56451.0,1299.0
56481.0,1455.0
56521.0,1934.0
56561.0,876.0
56601.0,974.0
56641.0,1116.0
56681.0,927.0
56721.0,1339.0
56761.0,1190.0
56801.0,1516.0
56841.0,669.0
56881.0,860.0
56921.0,870.0
56961.0,847.0
57001.0,1072.0
57031.0,1036.0
57071.0,1559.0
57111.0,886.0
57151.0,690.0
57191.0,763.0
57231.0,710.0
57271.0,1160.0
57311.0,1140.0
57351.0,599.0
57391.0,653.0
57431.0,775.0
57471.0,1086.0
57511.0,1471.0
57551.0,1212.0
57591.0,1488.0
57631.0,776.0
57671.0,687.0
57711.0,749.0
